Tweets,Username,Created_at,User location
RT @EruemulorEfe: I suffer deeply from Narcissism #summervacation #summerslam #hotgirlsummer https://t.co/Vy7eumG58Z,Jxtbreed,8/21/2019 8:09,
RT @EruemulorEfe: I suffer deeply from Narcissism #summervacation #summerslam #hotgirlsummer https://t.co/Vy7eumG58Z,ImranSZN,8/21/2019 8:07,Not Nigeria
RT @EruemulorEfe: I suffer deeply from Narcissism #summervacation #summerslam #hotgirlsummer https://t.co/Vy7eumG58Z,Hrm__Gold,8/21/2019 8:07,
RT @EruemulorEfe: I suffer deeply from Narcissism #summervacation #summerslam #hotgirlsummer https://t.co/Vy7eumG58Z,Deeceeforlife,8/21/2019 8:06,"Greater Accra, Ghana"
RT @EruemulorEfe: I suffer deeply from Narcissism #summervacation #summerslam #hotgirlsummer https://t.co/Vy7eumG58Z,peruzzilover,8/21/2019 8:06,Worldwide 
RT @EruemulorEfe: I suffer deeply from Narcissism #summervacation #summerslam #hotgirlsummer https://t.co/Vy7eumG58Z,MBlacktrib3,8/21/2019 8:06,lagos nigeria
RT @EruemulorEfe: I suffer deeply from Narcissism #summervacation #summerslam #hotgirlsummer https://t.co/Vy7eumG58Z,BrodaFemo,8/21/2019 8:05,planet
RT @EruemulorEfe: I suffer deeply from Narcissism #summervacation #summerslam #hotgirlsummer https://t.co/Vy7eumG58Z,somcee_gh,8/21/2019 8:05,Kumasi
RT @EruemulorEfe: I suffer deeply from Narcissism #summervacation #summerslam #hotgirlsummer https://t.co/Vy7eumG58Z,ichie_ikuku,8/21/2019 8:04,"Lagos, Nigeria."
RT @EruemulorEfe: I suffer deeply from Narcissism #summervacation #summerslam #hotgirlsummer https://t.co/Vy7eumG58Z,sir_teefy1,8/21/2019 8:03,Nigeria
RT @EruemulorEfe: I suffer deeply from Narcissism #summervacation #summerslam #hotgirlsummer https://t.co/Vy7eumG58Z,Napaul20,8/21/2019 8:02,
RT @EruemulorEfe: I suffer deeply from Narcissism #summervacation #summerslam #hotgirlsummer https://t.co/Vy7eumG58Z,supercoolvibez,8/21/2019 8:02,Lagos/Port-Harcourt
RT @EruemulorEfe: I suffer deeply from Narcissism #summervacation #summerslam #hotgirlsummer https://t.co/Vy7eumG58Z,my_pidgin,8/21/2019 8:02,somewhere in lasgidi
RT @EruemulorEfe: I suffer deeply from Narcissism #summervacation #summerslam #hotgirlsummer https://t.co/Vy7eumG58Z,UncleClinton_,8/21/2019 8:02,Somewhere. 
RT @EruemulorEfe: I suffer deeply from Narcissism #summervacation #summerslam #hotgirlsummer https://t.co/Vy7eumG58Z,Phurplle,8/21/2019 8:01,"Lagos, Nigeria"
RT @EruemulorEfe: I suffer deeply from Narcissism #summervacation #summerslam #hotgirlsummer https://t.co/Vy7eumG58Z,SeunDadaB,8/21/2019 8:00,"Texas, USA"
RT @EruemulorEfe: I suffer deeply from Narcissism #summervacation #summerslam #hotgirlsummer https://t.co/Vy7eumG58Z,StephanieGoji,8/21/2019 7:59,Nigeria
RT @EruemulorEfe: I suffer deeply from Narcissism #summervacation #summerslam #hotgirlsummer https://t.co/Vy7eumG58Z,Johnndamii,8/21/2019 7:57,"Lagos , Nigeria"
RT @EruemulorEfe: I suffer deeply from Narcissism #summervacation #summerslam #hotgirlsummer https://t.co/Vy7eumG58Z,kazeembiodun3,8/21/2019 7:55,Nigeria
RT @EruemulorEfe: I suffer deeply from Narcissism #summervacation #summerslam #hotgirlsummer https://t.co/Vy7eumG58Z,ogug8,8/21/2019 7:55,Everywhere and nowhere
RT @EruemulorEfe: I suffer deeply from Narcissism #summervacation #summerslam #hotgirlsummer https://t.co/Vy7eumG58Z,Ogene_tega7,8/21/2019 7:54,"Lagos, Nigeria"
RT @EruemulorEfe: I suffer deeply from Narcissism #summervacation #summerslam #hotgirlsummer https://t.co/Vy7eumG58Z,_rereloluwa,8/21/2019 7:54,Nigeria
"Don’t let anything hold you back from exploring.
Bonjour from Paris! 
*
#paris #sacrecoeurparis #3000steps… https://t.co/wCnRwP7NoE",AlexiaChantel,8/21/2019 7:53,"St Paul, MN"
"RT @BoyesStores: #WIN! With Boyes

☀️ Summer Travel Essentials Bundle ☀️

FOLLOW us RETWEET this post COMMENT #SummerTravel

Full T&amp;Cs ➡️ h…",shirleylumley1,8/21/2019 7:53,Yorkshire- Gods Own County
"RT @BoyesStores: #WIN! With Boyes

☀️ Summer Travel Essentials Bundle ☀️

FOLLOW us RETWEET this post COMMENT #SummerTravel

Full T&amp;Cs ➡️ h…",Llev2811,8/21/2019 7:48,UK
"RT @BoyesStores: #WIN! With Boyes

☀️ Summer Travel Essentials Bundle ☀️

FOLLOW us RETWEET this post COMMENT #SummerTravel

Full T&amp;Cs ➡️ h…",PerryWright23,8/21/2019 7:47,"Birmingham, England"
"Book hotel online at https://t.co/p7g3ooDjDt
#hoteldeals #romantic #spa #relax #destination #exploreworld… https://t.co/N18L0M93on",beinhotel,8/21/2019 7:32,"Dubai, United Arab Emirates"
RT @EruemulorEfe: I suffer deeply from Narcissism #summervacation #summerslam #hotgirlsummer https://t.co/Vy7eumG58Z,thekingtammy,8/21/2019 7:32,Island of Wisdom
"City of Angels~👼🏻
.
.
.
#losangeles #griffithobservatory #familytime #summervacation #JaeChong #정재윤 #딸바보 #인스타키즈 #LA… https://t.co/kHRuzdeNue",iamjaechong,8/21/2019 7:24,Planet Earth
"I can kill 
Summervacation homework
with ""Monster"" https://t.co/azN1GRNoLM",shinote0922,8/21/2019 7:23,難民キャンプ
RT @EruemulorEfe: I suffer deeply from Narcissism #summervacation #summerslam #hotgirlsummer https://t.co/Vy7eumG58Z,yemiwastephen,8/21/2019 7:23,Myworld
RT @EruemulorEfe: I suffer deeply from Narcissism #summervacation #summerslam #hotgirlsummer https://t.co/Vy7eumG58Z,therealtemi_,8/21/2019 7:06,inside 
I suffer deeply from Narcissism #summervacation #summerslam #hotgirlsummer https://t.co/Vy7eumG58Z,EruemulorEfe,8/21/2019 7:02,"Abuja, Nigeria"
"RT @BoyesStores: #WIN! With Boyes

☀️ Summer Travel Essentials Bundle ☀️

FOLLOW us RETWEET this post COMMENT #SummerTravel

Full T&amp;Cs ➡️ h…",Jnightingale93,8/21/2019 6:38,
"RT @BoyesStores: #WIN! With Boyes

☀️ Summer Travel Essentials Bundle ☀️

FOLLOW us RETWEET this post COMMENT #SummerTravel

Full T&amp;Cs ➡️ h…",shonab7,8/21/2019 6:18,scotland
"RT @BoyesStores: #WIN! With Boyes

☀️ Summer Travel Essentials Bundle ☀️

FOLLOW us RETWEET this post COMMENT #SummerTravel

Full T&amp;Cs ➡️ h…",edwards002,8/21/2019 5:53,bristol
"Last night in Vail.  Thank you Colorado, you were so good to us! #vail #summervacation #familyroadtrip https://t.co/mqLj3elTIt",MilwaukeeLacey,8/21/2019 4:59,"Milwaukee, WI"
"RT @MJLaBeff: I’m somewhere on the beach this week in San Diego! Sorry if I missed you today, but I’ve gone beaching 🏖 Catch ya tomorrow 🐟…",Vikingdad3Meyer,8/21/2019 4:45,Wantagh New York
"The happiest place on earth ✨✨
.
.
.
.
.
.
#disneyland #summervacation @ Disneyland https://t.co/eIlPYnBtmV",JCRaamos,8/21/2019 4:30,live & let live...
Summervacation ① https://t.co/lgLfbF9AKy,nan__on,8/21/2019 4:26,S/Z
"#TuesdayThoughts - #RelaxationGoals...

Happy #Tuesday!
#SummerVacation #Relaxation #NapTime #RescueDog… https://t.co/3Q2EN2hhEY",VPD2Fox15,8/21/2019 4:07,"Vancouver, BC, Canada"
"RT @BoyesStores: #WIN! With Boyes

☀️ Summer Travel Essentials Bundle ☀️

FOLLOW us RETWEET this post COMMENT #SummerTravel

Full T&amp;Cs ➡️ h…",jakecroydon98,8/21/2019 2:26,"London, England"
"RT @MJLaBeff: I’m somewhere on the beach this week in San Diego! Sorry if I missed you today, but I’ve gone beaching 🏖 Catch ya tomorrow 🐟…",MartinH38278829,8/21/2019 2:25,
"RT @MJLaBeff: I’m somewhere on the beach this week in San Diego! Sorry if I missed you today, but I’ve gone beaching 🏖 Catch ya tomorrow 🐟…",Lizones1,8/21/2019 1:58,"Willoughby, Ohio"
"Feel the ultimate experience with us.

choose and book you villa right now.
https://t.co/cbshWs2z9Z… https://t.co/WpZVXeuUte",BaliDreamVilla,8/21/2019 1:57,Seminyak - Bali - Indonesia
Spent the day with good friends savoring the last few days of summer vacation!❤ #summer #summerdays #summerfun… https://t.co/SPYJsCM8QP,mafargo,8/21/2019 1:27,
"Liang's adventure time 05
#vacation #adventure #HACONE #haconetrip #trip #summervacation #summertime #warterfall https://t.co/IAm25c4HVL",yuades,8/21/2019 0:38,MTT resort TOKYO
"RT @EbelingArtPhoto: Spent an incredible day with friends at Bay Beach Amusement Park 
These are views from the new 10-story Ferris Wheel 😍…",Bob_In_Montreal,8/21/2019 0:15,"City of Montreal, Province of Quebec, Country of CANADA 🇨🇦"
"Back to school is right around the corner, but there is still time to book a great last-minute summer vacation at A… https://t.co/rm6JlBLPB4",ACHotelChicago,8/21/2019 0:00,"Chicago, IL"
"Heading off on Summer Vacation? ✈️ 
Here’s 5 Tips That Will Ensure You Save Energy! ⚡ https://t.co/RbrSMANa90… https://t.co/ELLHnA6eRT",BudgetPropaneCA,8/20/2019 23:48,"Gravenhurst, Ontario Canada"
Click on the following link for 6 tips to help protect your home while away on summer vacation.… https://t.co/xk2wLcpGlo,seanjordan_FSR,8/20/2019 23:29,"Massachusetts, USA"
Read 8 books so far the month of August!! #obsessed #reader #summervacation,Ldmmyer,8/20/2019 23:16,NYC 
RT @RenaeJoon: On my way to MYKONOS!!! #SummerVacation 🌈🏖☀️,Yachting_Greece,8/20/2019 23:00,"Attiki, Greece"
On my way to MYKONOS!!! #SummerVacation 🌈🏖☀️,RenaeJoon,8/20/2019 22:49,Seattle and Los Angeles
"RT @BoyesStores: #WIN! With Boyes

☀️ Summer Travel Essentials Bundle ☀️

FOLLOW us RETWEET this post COMMENT #SummerTravel

Full T&amp;Cs ➡️ h…",qu1ncey,8/20/2019 22:31,"Northants, UK"
"RT @BoyesStores: #WIN! With Boyes

☀️ Summer Travel Essentials Bundle ☀️

FOLLOW us RETWEET this post COMMENT #SummerTravel

Full T&amp;Cs ➡️ h…",SianW86,8/20/2019 22:31,Essex
RT @Mary_Wasson: We had so much fun in New Orleans this past weekend! It was also the first time in about 2 weeks that we felt the rain.  🌧…,SpecNewsATX,8/20/2019 22:25,"Austin, Texas"
We had so much fun in New Orleans this past weekend! It was also the first time in about 2 weeks that we felt the r… https://t.co/h9TTpYADji,Mary_Wasson,8/20/2019 22:13,"Austin, TX"
Here’s another piece from my road trip series. #ontheroad #outofgas #ukulele #middleofnowhere #roadtrip… https://t.co/RVfgjFwCHM,TimothyThelin,8/20/2019 22:06,
RT @dude_crooks: ME: in denial that summer is mostly over and I have written only a tiny fraction of an unrealistically ambitious research…,GillianSymon,8/20/2019 21:51,Royal Holloway
"Saturday morning in Arles = history + market galore
#France #travel #summervacation https://t.co/kNcysJYmYd",TravelingBytes,8/20/2019 21:50,Currently in France 🇫🇷
"RT @MJLaBeff: I’m somewhere on the beach this week in San Diego! Sorry if I missed you today, but I’ve gone beaching 🏖 Catch ya tomorrow 🐟…",sukeji_handa,8/20/2019 21:42,United States
"RT @EbelingArtPhoto: Spent an incredible day with friends at Bay Beach Amusement Park 
These are views from the new 10-story Ferris Wheel 😍…",gastropod225061,8/20/2019 21:38,K-W region (Ontario)
"RT @BoyesStores: #WIN! With Boyes

☀️ Summer Travel Essentials Bundle ☀️

FOLLOW us RETWEET this post COMMENT #SummerTravel

Full T&amp;Cs ➡️ h…",LindaPo90729201,8/20/2019 21:16,"England, United Kingdom"
Summer is almost over.  Come and enjoy our last minute deals at Silver Star. #summervacation #mountains #hiking#bik… https://t.co/WSpc4cektq,star_stays,8/20/2019 21:15,"Vernon, British Columbia"
Fall means #backtoschool and back to work from #summervacation for many people. What’s your favorite way to take ca… https://t.co/VNWCLFFY5z,wforceorg,8/20/2019 21:08,"New York, NY"
"RT @BoyesStores: #WIN! With Boyes

☀️ Summer Travel Essentials Bundle ☀️

FOLLOW us RETWEET this post COMMENT #SummerTravel

Full T&amp;Cs ➡️ h…",karenmadcat,8/20/2019 20:49,South East London
"RT @BoyesStores: #WIN! With Boyes

☀️ Summer Travel Essentials Bundle ☀️

FOLLOW us RETWEET this post COMMENT #SummerTravel

Full T&amp;Cs ➡️ h…",ilove2bakecake,8/20/2019 20:35,"Manchester, England"
RT @flockpresents: Do you have one last summer getaway planned?  Jeannette from @HispanaGlobal is sharing the top 10 beaches to take your d…,MoneywiseMoms,8/20/2019 20:34,Northern Virginia/Metro DC
Do you have one last summer getaway planned?  Jeannette from @HispanaGlobal is sharing the top 10 beaches to take y… https://t.co/WqivCl6Zp5,flockpresents,8/20/2019 20:14,
"Have you golfed The Preserve at Bay Harbor Golf Club? Now is the time, we're offering a Nine &amp; Dine deal through Se… https://t.co/ZU7Lk5rO7r",innatbayharbor,8/20/2019 20:03,"Bay Harbor, MI"
This cutie just got his @airtransat #kidsclub package in the mail and he couldn't be happier! 😃 We're off to Europe… https://t.co/FYu377bSbb,carryonwithkids,8/20/2019 19:56,
This is a magical place - the layers of history and culture are thick and rich. #history #spain #sevilla… https://t.co/xjSLUcy5Bg,TheWayfinder,8/20/2019 19:47,"New York, New Jersey"
RT @GlenCairnPS: Hope you are enjoying your #summervacation 😎 #countdowntoschool @OCDSB https://t.co/N7DAdCML0u,OCDSB,8/20/2019 19:44,"133 Greenbank Road, Ottawa"
TALLBOY TUESDAY // HAPPY HOUR- #dallasbars #dallasnation #dallasrestaurant #happyhour #Dallasbars #night #life… https://t.co/7qaOiCSB8H,backyarddtx,8/20/2019 19:43,"Dallas, TX"
Hope you are enjoying your #summervacation 😎 #countdowntoschool @OCDSB https://t.co/N7DAdCML0u,GlenCairnPS,8/20/2019 19:41,"182 Morrena Drive, Kanata, ON"
The Case For Summer Vacation https://t.co/wfsMzDZwWp #dfnews #economics #summervacation,LeeCaraher,8/20/2019 19:41,San Francisco
"RT @BoyesStores: #WIN! With Boyes

☀️ Summer Travel Essentials Bundle ☀️

FOLLOW us RETWEET this post COMMENT #SummerTravel

Full T&amp;Cs ➡️ h…",kazz_usher,8/20/2019 19:32,Croydon
"RT @BoyesStores: #WIN! With Boyes

☀️ Summer Travel Essentials Bundle ☀️

FOLLOW us RETWEET this post COMMENT #SummerTravel

Full T&amp;Cs ➡️ h…",yogini1952,8/20/2019 19:24,"Waterlooville, England"
"RT @BoyesStores: #WIN! With Boyes

☀️ Summer Travel Essentials Bundle ☀️

FOLLOW us RETWEET this post COMMENT #SummerTravel

Full T&amp;Cs ➡️ h…",Gini260103,8/20/2019 19:13,"New Rackheath, England"
"RT @BoyesStores: #WIN! With Boyes

☀️ Summer Travel Essentials Bundle ☀️

FOLLOW us RETWEET this post COMMENT #SummerTravel

Full T&amp;Cs ➡️ h…",cherylann2461,8/20/2019 18:47,
RT @themintAZ: THE MINT NEVER SOBER FLASHBACK VIDS-scottsdalenightlife #Neversoberfridays  #Fridays #Scottsdale #Nightlife #Scottsdalebar #…,Fridays_Bots,8/20/2019 18:40,
"RT @BunchBikes: Leave the parking lot behind, and ride right up to the water!

“Cargo bike is getting good use this summer!” 📸Megusic

#sum…",NormanBuffong,8/20/2019 18:38,"Niagara Region, Canada"
Don't let your #FoodAllergy stop you from traveling this summer. YES take that trip and use my top tips for a fun a… https://t.co/QUGBVg5559,DairyFreeGina,8/20/2019 18:33,"Amherst, NY Disney=My 2nd Home"
"RT @BoyesStores: #WIN! With Boyes

☀️ Summer Travel Essentials Bundle ☀️

FOLLOW us RETWEET this post COMMENT #SummerTravel

Full T&amp;Cs ➡️ h…",KerrylynJ,8/20/2019 18:32,"Wales, United Kingdom"
THE MINT NEVER SOBER FLASHBACK VIDS-scottsdalenightlife #Neversoberfridays  #Fridays #Scottsdale #Nightlife… https://t.co/i9PkXpLP7z,themintAZ,8/20/2019 18:16,7373 E. Camelback Road
Back at my happy place ❤️ last day of summer vacay #beachbum #summer #last #beachlife #summervacation https://t.co/5XB47fOl8M,MaryWise29,8/20/2019 18:00,United States
"Home away from home #gay #gaytravel #summervacation #seville @ Hotel Alfonso XIII, a Luxury Collection Hotel, Sevil… https://t.co/2UahGjxHYo",TheWayfinder,8/20/2019 17:55,"New York, New Jersey"
"RT @MJLaBeff: I’m somewhere on the beach this week in San Diego! Sorry if I missed you today, but I’ve gone beaching 🏖 Catch ya tomorrow 🐟…",PolisanoJ,8/20/2019 17:54,"Logan, UT"
"RT @BoyesStores: #WIN! With Boyes

☀️ Summer Travel Essentials Bundle ☀️

FOLLOW us RETWEET this post COMMENT #SummerTravel

Full T&amp;Cs ➡️ h…",Wez_Stuart,8/20/2019 17:40,
"RT @BoyesStores: #WIN! With Boyes

☀️ Summer Travel Essentials Bundle ☀️

FOLLOW us RETWEET this post COMMENT #SummerTravel

Full T&amp;Cs ➡️ h…",BirdGirl241,8/20/2019 17:22,"Liverpool, England"
"RT @BoyesStores: #WIN! With Boyes

☀️ Summer Travel Essentials Bundle ☀️

FOLLOW us RETWEET this post COMMENT #SummerTravel

Full T&amp;Cs ➡️ h…",cathalloran,8/20/2019 17:03,Leeds
"Stelvio Pass, Biker or petrol head... u will love this for sure. #StelvioPass #Travel #TravelBlogger… https://t.co/nyY125DDiZ",MaheshwaraJothi,8/20/2019 16:55,"Milan, Lombardy"
"Have a comfortable stay in a spacious and luxurious villa with a big swimming pool and garden!
.… https://t.co/aY3RJeGjw0",LefkadaHoliday,8/20/2019 16:54,"Lefkada, Greece"
AS THE SUMMER comes to an end we’re reminiscing on our favorite memories. Comment and share with us your favorite t… https://t.co/o0bLTYsbOP,Ridgeview_Eye,8/20/2019 16:31,
Couple face up to six years in jail for taking sand from Italian beach https://t.co/Om8wP0Xm4O via @CNNTravel… https://t.co/isPxat3Q4M,Burcincim,8/20/2019 16:30,"Boston, Istanbul"
"#EDUCATION: Contrary to an #economist's opinion, a #summervacation can benefit #children and the whole #family… https://t.co/h9ihJVLID4",educationblog,8/20/2019 16:25,USA
A little throw back to our summer vacation. My wife loves her bows so we got a huge one lol good times #Disney… https://t.co/BQGlaPWZEY,Mando_2431,8/20/2019 16:21,"Kingsville, Texas"
Stopped by the Gyeonggi-do Children's Museum😍 loved it! #childrens #museum #learn #grow #havefun #explore #explorer… https://t.co/m1OowSXHnU,kaykim1106,8/20/2019 16:17,
OUR STAY AT GRAND GENEVA RESORT &amp; SPA &gt;&gt; https://t.co/WorscPXYhs &gt;&gt; with @Grand_Geneva #blog #blogger… https://t.co/Fh35bHRKBw,GoldCoastGirl__,8/20/2019 16:16,"Chicago, IL"
"Soaking it up with fresh Free Flow. 
#vacationvibes #vermont #craftcans #vtbeer #drinkvermontbeer #camping #camper… https://t.co/4TGOH6PjPz",OtterCreekBeer,8/20/2019 16:07,"Middlebury, Vermont"
"Want to sit back, relax and enjoy #KeyWest the way that #Hemingway and others did? 
 Then take a load off and head… https://t.co/sqOrEqKi4s",KeyWestExpress,8/20/2019 16:04,"Fort Myers Beach, Florida"
"RT @marchan__oO: Summer vacation 🍉🌴

#女子高生ミスコン2019 
#女子高生ミスコン
#高校生2年生
#Summervacation
#1mmでもいいなと思ったらいいね 
#雰囲気嫌いじゃないよって人いいね 
#拡散希望 https://t…",keituru_,8/20/2019 15:56,
